,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
1806,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,9階,9.7万円,10500円,-/9.7万円/-/-,1K,21.72m
1807,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,12階,10.6万円,10500円,-/10.6万円/-/-,1K,24.39m
1808,ハイツ亀崎,賃貸アパート,東京都文京区白山４,都営三田線/白山駅 歩8分,都営三田線/千石駅 歩12分,東京メトロ南北線/本駒込駅 歩16分,築33年,2階建,2階,8万円,5000円,8万円/8万円/-/-,1DK,23.12m
1809,メインステージ本駒込駅前,賃貸マンション,東京都文京区本駒込３,東京メトロ南北線/本駒込駅 歩1分,都営三田線/白山駅 歩5分,None,築18年,13階建,4階,7.8万円,7000円,7.8万円/7.8万円/-/-,1K,20.27m
1810,メインステージ本駒込駅前,賃貸マンション,東京都文京区本駒込３,東京メトロ南北線/本駒込駅 歩1分,都営三田線/白山駅 歩5分,None,築18年,13階建,12階,7.9万円,7000円,7.9万円/7.9万円/-/-,ワンルーム,24.23m
1811,メインステージ本駒込駅前,賃貸マンション,東京都文京区本駒込３,東京メトロ南北線/本駒込駅 歩1分,都営三田線/白山駅 歩5分,None,築18年,13階建,5階,9.3万円,10500円,-/9.3万円/-/-,ワンルーム,23.13m
1812,メインステージ本駒込駅前,賃貸マンション,東京都文京区本駒込３,東京メトロ南北線/本駒込駅 歩1分,都営三田線/白山駅 歩5分,None,築18年,13階建,11階,9.6万円,10500円,-/9.6万円/-/-,ワンルーム,24.23m
1813,都営三田線 白山駅 5階建 築14年,賃貸マンション,東京都文京区白山１,都営三田線/白山駅 歩5分,東京メトロ南北線/東大前駅 歩7分,東京メトロ南北線/本駒込駅 歩12分,築14年,5階建,1階,7.7万円,8000円,-/-/-/-,1K,23.92m
1814,都営三田線 白山駅 5階建 築14年,賃貸マンション,東京都文京区白山１,都営三田線/白山駅 歩5分,東京メトロ南北線/東大前駅 歩7分,東京メトロ南北線/本駒込駅 歩12分,築14年,5階建,1階,7.7万円,8000円,-/-/-/-,1K,23.92m
1815,都営三田線 白山駅 5階建 築14年,賃貸マンション,東京都文京区白山１,都営三田線/白山駅 歩5分,東京メトロ南北線/東大前駅 歩7分,東京メトロ南北線/本駒込駅 歩12分,築14年,5階建,5階,7.75万円,10000円,-/-/7.75万円/7.75万円,1K,23.16m
