,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
85,木下荘,賃貸アパート,東京都足立区弘道２,東武伊勢崎線/五反野駅 歩10分,つくばエクスプレス/青井駅 歩10分,ＪＲ常磐線/綾瀬駅 歩15分,築46年,2階建,2階,3.7万円,-,3.7万円/3.7万円/-/-,1K,17.33m
86,リマール六木２号棟,賃貸マンション,東京都足立区六木１,つくばエクスプレス/八潮駅 歩24分,東京メトロ千代田線/北綾瀬駅 歩30分,ＪＲ常磐線/綾瀬駅 バス25分 (バス停)六木団地 歩1分,築27年,3階建,3階,3.5万円,2000円,-/-/-/-,1K,15.12m
87,リマール六木２号棟,賃貸マンション,東京都足立区六木１,つくばエクスプレス/八潮駅 歩24分,東京メトロ千代田線/北綾瀬駅 歩30分,ＪＲ常磐線/綾瀬駅 バス25分 (バス停)六木団地 歩1分,築27年,3階建,3階,3.8万円,2000円,-/-/-/-,1K,15.12m
88,つくばエクスプレス 八潮駅 3階建 築27年,賃貸マンション,東京都足立区六木１,つくばエクスプレス/八潮駅 歩26分,東京メトロ千代田線/北綾瀬駅 歩30分,ＪＲ常磐線/亀有駅 バス14分 (バス停)新広橋 歩1分,築27年,3階建,3階,3.5万円,2000円,-/-/-/-,1K,15.12m
89,フローラ北綾瀬,賃貸アパート,東京都足立区大谷田５,東京メトロ千代田線/北綾瀬駅 歩22分,ＪＲ常磐線/亀有駅 歩30分,つくばエクスプレス/六町駅 歩33分,築30年,2階建,1階,3.4万円,3000円,-/-/-/-,ワンルーム,14.02m
90,アーク佐野　Ａ棟,賃貸アパート,東京都足立区佐野２,東京メトロ千代田線/北綾瀬駅 歩20分,東京メトロ千代田線/綾瀬駅 バス17分 (バス停)東淵江庭園 歩2分,つくばエクスプレス/六町駅 歩19分,築30年,2階建,1階,3.4万円,3000円,3.4万円/-/-/-,ワンルーム,14m
91,アーク佐野　Ａ棟,賃貸アパート,東京都足立区佐野２,東京メトロ千代田線/北綾瀬駅 歩20分,東京メトロ千代田線/綾瀬駅 バス17分 (バス停)東淵江庭園 歩2分,つくばエクスプレス/六町駅 歩19分,築30年,2階建,1階,3.5万円,3000円,3.5万円/-/-/-,ワンルーム,14m
92,つくばエクスプレス 六町駅 2階建 築30年,賃貸アパート,東京都足立区佐野２,つくばエクスプレス/六町駅 歩19分,東京メトロ千代田線/北綾瀬駅 歩20分,None,築30年,2階建,1階,3.4万円,3000円,3.4万円/-/-/3.4万円,ワンルーム,14m
93,丸金荘１号棟,賃貸アパート,東京都足立区西保木間１,東武伊勢崎線/竹ノ塚駅 歩16分,東武伊勢崎線/谷塚駅 歩28分,つくばエクスプレス/六町駅 歩40分,築49年,2階建,2階,3.8万円,-,-/-/-/-,2K,33.87m
94,細井荘３号棟,賃貸アパート,東京都足立区西保木間１,東武伊勢崎線/竹ノ塚駅 歩16分,東武伊勢崎線/谷塚駅 歩29分,東武伊勢崎線/西新井駅 歩36分,築50年,2階建,1階,3.8万円,-,-/-/-/-,2K,31.38m
